"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"102",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.0121573694393785,-0.0203854826995319,-0.00327698302000264,-0.000112372765553224,-0.00543410235082525,0.00174820994589186,-0.000227723857411105,0.000104110874567294,-0.0110064160242218,0.000694312882363501,0.000158785324527931
"103",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.000263767839433631,-0.0203854826995319,0.0225121380072922,0.000356146365572134,0.00301799478940708,0.00174820994589186,-0.000227723857411105,-0.000164805917202062,-0.0110064160242218,-0.0016537317184627,-0.000186573783351874
"104",0.00536625256905481,-0.000942871003130655,0.00785150722532106,-0.000263767839433631,-0.012417129878339,-0.00327698302000264,0.000356146365572134,0.00301799478940708,-0.00150580825040197,-0.000757031732112883,0.000104110874567294,-0.00013873873992665,-0.0016537317184627,0.000158785324527931
"105",0.00536625256905481,-0.000942871003130655,0.0019240573116741,0.0035812181339872,-0.0203854826995319,-0.00327698302000264,0.000356146365572134,0.00301799478940708,0.00174820994589186,0.00223512817331871,0.000104110874567294,0.00547816719069535,0.00273250979643166,-0.0014212301642363
"106",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.000263767839433631,0.0121481121451627,0.00269991931909493,-0.000112372765553224,0.000246850295895902,-0.00150580825040197,-0.000227723857411105,-0.000164805917202062,-0.0110064160242218,-0.0016537317184627,-0.000186573783351874
"107",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.000263767839433631,0.0129324850357458,-0.00327698302000264,-6.34790323203108e-05,-0.00543410235082525,-0.000275706891918863,-0.000227723857411105,0.000104110874567294,-0.00013873873992665,-0.0016537317184627,0.000158785324527931
"108",0.00536625256905481,-0.000942871003130655,0.00785150722532109,0.0035812181339872,-0.012417129878339,-0.00327698302000264,0.000356146365572134,0.00301799478940708,-0.00150580825040197,-0.000227723857411105,-0.000164805917202062,-0.0110064160242218,-0.0016537317184627,0.000158785324527931
"109",-0.0240335846260733,0.00160566584728956,0.0019240573116741,0.000347388600230364,-0.0203854826995319,-0.00906040723543081,-6.34790323203108e-05,0.00134012283594815,0.00174820994589186,-0.000757031732112883,-0.000164805917202062,0.00547816719069535,-0.0016537317184627,-0.000186573783351874
"110",0.00536625256905481,-0.000942871003130655,0.00785150722532109,0.0035812181339872,0.0129324850357458,-0.00327698302000264,0.000356146365572134,0.00301799478940708,-0.000275706891918863,-0.000227723857411105,0.000104110874567294,-0.0110064160242218,0.000694312882363501,0.000158785324527931
"111",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.000263767839433631,0.0129324850357458,-0.00327698302000264,0.000356146365572134,-0.00225525357085401,0.00174820994589186,0.00223512817331871,0.000104110874567294,-0.0110064160242218,0.00273250979643166,0.000158785324527931
"112",-0.00787714816757967,-0.000942871003130655,-0.0098461259259067,0.0035812181339872,0.0121481121451627,-0.00327698302000264,-6.34790323203108e-05,0.00301799478940708,-0.000275706891918863,-0.000757031732112883,-0.000164805917202062,0.00547816719069535,-0.0016537317184627,0.000158785324527931
"113",0.00536625256905481,-0.000942871003130655,0.00785150722532106,-0.000263767839433631,-0.012417129878339,-0.00327698302000264,-0.000112372765553224,-5.38512327485031e-05,-0.000275706891918863,-0.000227723857411105,-0.000164805917202062,-0.0110064160242218,-0.0016537317184627,0.000704787244183244
"114",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,0.0035812181339872,-0.012417129878339,-0.00327698302000264,-0.000112372765553224,-0.00543410235082525,-0.00150580825040197,-0.000227723857411105,0.000104110874567294,-0.00013873873992665,0.00273250979643166,0.000158785324527931
"115",0.00536625256905481,-0.000942871003130655,0.0019240573116741,0.0035812181339872,0.0129324850357458,0.00269991931909493,0.000356146365572134,-0.00225525357085401,-0.000275706891918863,-0.000757031732112883,-0.000164805917202062,-0.0110064160242218,-0.0016537317184627,-0.0014212301642363
"116",0.00536625256905481,-0.000942871003130655,0.0019240573116741,-0.0121573694393785,0.0121481121451627,-0.00327698302000264,-0.000112372765553224,-0.00543410235082525,-0.000275706891918863,0.00223512817331871,0.000104110874567294,0.00547816719069535,0.00639731522669375,0.000158785324527931
"117",0.00536625256905481,0.00160566584728956,0.0019240573116741,0.0035812181339872,-0.012417129878339,0.00269991931909493,-6.34790323203108e-05,0.00134012283594815,-0.00150580825040197,-0.000227723857411105,0.000104110874567294,-0.0110064160242218,0.000694312882363501,0.000158785324527931
"118",0.00536625256905481,-0.000550063440280451,0.00785150722532109,-0.000263767839433631,-0.012417129878339,0.00269991931909493,-0.000112372765553224,-0.00216076922098704,-0.00150580825040197,-0.000227723857411105,0.000104110874567294,-0.0110064160242218,0.000694312882363501,0.000158785324527931
"119",0.00536625256905481,0.00160566584728956,0.0019240573116741,0.0035812181339872,0.0121481121451627,-0.00327698302000264,0.000356146365572134,0.000520760805524847,0.00174820994589186,0.00223512817331871,-0.000164805917202062,0.00547816719069535,0.000694312882363501,0.000158785324527931
"120",0.00536625256905481,-0.000942871003130655,0.0019240573116741,-0.000263767839433631,-0.012417129878339,-0.00906040723543081,0.000356146365572134,-0.00225525357085401,-0.000508875666590035,-0.000227723857411105,0.000104110874567294,-0.0110064160242218,0.00639731522669375,0.000158785324527931
"121",0.00536625256905481,-0.000942871003130655,0.00785150722532109,-0.00162330166641306,0.0129324850357458,-0.00327698302000264,0.000356146365572134,-0.00225525357085401,0.00174820994589186,-0.000757031732112883,0.000104110874567294,-0.00013873873992665,-0.0016537317184627,0.000704787244183244
"122",0.00536625256905481,0.00160566584728956,0.00785150722532106,0.000347388600230364,0.0121481121451627,-0.00327698302000264,-6.34790323203108e-05,0.00134012283594815,-0.000508875666590035,-0.000227723857411105,-0.000164805917202062,0.0111290798833,0.00639731522669375,-0.000186573783351874
"123",-0.00787714816757967,-0.000942871003130655,0.0019240573116741,0.0035812181339872,0.0129324850357458,-0.00906040723543081,0.000356146365572134,0.00301799478940708,-0.000275706891918863,0.00223512817331871,0.000104110874567294,-0.0110064160242218,0.00639731522669375,0.000158785324527931
"124",0.00536625256905481,0.00160566584728956,-0.0098461259259067,0.000347388600230364,0.0121481121451627,0.00269991931909493,-6.34790323203108e-05,0.00134012283594815,-0.000508875666590035,-0.000757031732112883,-0.000164805917202062,-0.00013873873992665,-0.0016537317184627,-0.000186573783351874
"125",0.00536625256905481,-0.000942871003130655,0.00785150722532109,-0.00162330166641306,0.0129324850357458,0.00269991931909493,-6.34790323203108e-05,0.000246850295895902,0.00174820994589186,0.00223512817331871,0.000104110874567294,0.0111290798833,0.00273250979643166,0.000158785324527931
"126",-0.0240335846260733,-0.000942871003130655,-0.0098461259259067,0.0035812181339872,-0.0203854826995319,-0.00327698302000264,-0.000112372765553224,-5.38512327485031e-05,-0.000508875666590035,-0.000227723857411105,-0.000164805917202062,-0.0110064160242218,0.000694312882363501,-0.000186573783351874
"127",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,0.0035812181339872,-0.012417129878339,0.0225121380072922,0.000356146365572134,-0.00225525357085401,0.00174820994589186,0.00223512817331871,-0.000164805917202062,-0.00013873873992665,0.000694312882363501,-0.000186573783351874
"128",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,0.0035812181339872,-0.0203854826995319,-0.00327698302000264,0.000356146365572134,0.00301799478940708,-0.000275706891918863,-0.000227723857411105,-0.000164805917202062,-0.00013873873992665,0.00639731522669375,0.000704787244183244
"129",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.00162330166641306,-0.012417129878339,0.00269991931909493,-0.000931597249220742,-0.00377608887493203,0.00174820994589186,0.00223512817331871,-0.000164805917202062,-0.00013873873992665,0.000694312882363501,-0.000186573783351874
"130",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.000263767839433631,0.0121481121451627,-0.00327698302000264,0.000356146365572134,-0.00225525357085401,-0.00150580825040197,-0.000227723857411105,-0.000164805917202062,-0.00013873873992665,0.000694312882363501,0.000158785324527931
"131",0.00536625256905481,-0.000942871003130655,0.0019240573116741,-0.000263767839433631,0.0121481121451627,-0.00327698302000264,0.000356146365572134,-0.00225525357085401,-0.000508875666590035,-0.000227723857411105,-0.000164805917202062,-0.00013873873992665,0.00639731522669375,0.000158785324527931
"132",-0.00787714816757967,-0.000942871003130655,0.0019240573116741,0.0035812181339872,-0.0203854826995319,0.0225121380072922,-6.34790323203108e-05,-0.00225525357085401,-0.000275706891918863,-0.000757031732112883,-0.000164805917202062,-0.0110064160242218,-0.0016537317184627,0.000158785324527931
"133",-0.00787714816757967,0.00160566584728956,-0.0098461259259067,-0.00162330166641306,0.0129324850357458,-0.00327698302000264,-6.34790323203108e-05,0.00134012283594815,0.00174820994589186,-0.000757031732112883,-0.000164805917202062,0.0111290798833,-0.0016537317184627,0.000704787244183244
"134",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.0121573694393785,-0.0203854826995319,-0.00327698302000264,-0.000112372765553224,-0.00377608887493203,-0.000275706891918863,-0.000227723857411105,0.000104110874567294,0.0111290798833,0.000694312882363501,-0.0014212301642363
"135",0.00536625256905481,-0.000942871003130655,0.0019240573116741,-0.000263767839433631,0.0129324850357458,0.00269991931909493,0.000356146365572134,0.00301799478940708,-0.00150580825040197,-0.000757031732112883,-0.000164805917202062,0.0111290798833,-0.0016537317184627,0.000158785324527931
"136",-0.00787714816757967,-0.000942871003130655,0.00785150722532106,0.0035812181339872,0.0129324850357458,0.00269991931909493,0.000356146365572134,-0.00225525357085401,0.00174820994589186,0.00223512817331871,-0.000164805917202062,-0.0110064160242218,0.000694312882363501,-0.000186573783351874
"137",-0.00787714816757967,-0.000942871003130655,0.0019240573116741,-0.000263767839433631,-0.012417129878339,-0.00327698302000264,0.000356146365572134,-0.00225525357085401,-0.000508875666590035,-0.000757031732112883,0.000104110874567294,0.0111290798833,-0.0016537317184627,0.000158785324527931
"138",0.00536625256905481,0.00160566584728956,0.0019240573116741,0.0035812181339872,0.0121481121451627,0.00269991931909493,-6.34790323203108e-05,0.00134012283594815,0.00174820994589186,-0.000757031732112883,0.000104110874567294,-0.0110064160242218,-0.0016537317184627,0.000158785324527931
"139",0.00536625256905481,-0.000942871003130655,0.00785150722532109,0.0035812181339872,0.0129324850357458,-0.00327698302000264,-0.000112372765553224,0.000246850295895902,0.00174820994589186,0.00223512817331871,0.000104110874567294,-0.00013873873992665,0.000694312882363501,-0.000186573783351874
"140",-0.00787714816757967,0.00160566584728956,-0.0098461259259067,0.000347388600230364,-0.0203854826995319,-0.00327698302000264,-6.34790323203108e-05,0.00134012283594815,0.00174820994589186,-0.000227723857411105,-0.000164805917202062,-0.00013873873992665,-0.0016537317184627,0.000158785324527931
"141",0.00536625256905481,-0.000942871003130655,0.0019240573116741,-0.000263767839433631,0.0129324850357458,-0.00327698302000264,-6.34790323203108e-05,-0.00543410235082525,-0.000508875666590035,-0.000757031732112883,0.000104110874567294,-0.0110064160242218,-0.0016537317184627,-0.000186573783351874
"142",0.00536625256905481,0.00160566584728956,-0.0098461259259067,-0.0121573694393785,0.0121481121451627,-0.00327698302000264,-0.000112372765553224,0.00134012283594815,-0.000508875666590035,-0.000227723857411105,0.000104110874567294,0.00547816719069535,0.000694312882363501,0.000158785324527931
"143",-0.0240335846260733,-0.000942871003130655,0.0019240573116741,-0.000263767839433631,-0.0203854826995319,0.00269991931909493,0.000356146365572134,0.00301799478940708,-0.000508875666590035,-0.000757031732112883,-0.000164805917202062,0.00547816719069535,-0.0016537317184627,0.000704787244183244
"144",0.00536625256905481,-0.000550063440280451,-0.0098461259259067,-0.0121573694393785,-0.0203854826995319,-0.00327698302000264,0.000356146365572134,-0.00216076922098704,-0.000275706891918863,-0.000227723857411105,0.000104110874567294,-0.0110064160242218,-0.0016537317184627,0.000158785324527931
"145",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,0.0035812181339872,-0.012417129878339,-0.00327698302000264,0.000356146365572134,-0.00225525357085401,-0.000275706891918863,-0.000757031732112883,0.000104110874567294,-0.00013873873992665,-0.0016537317184627,0.000158785324527931
"146",-0.00787714816757967,-0.000942871003130655,0.00785150722532106,0.0035812181339872,0.0129324850357458,0.00269991931909493,0.000356146365572134,-0.00225525357085401,0.00174820994589186,0.00223512817331871,-0.000164805917202062,-0.0110064160242218,0.000694312882363501,-0.000186573783351874
"147",0.00536625256905481,-0.000942871003130655,-0.0098461259259067,-0.000263767839433631,-0.012417129878339,0.00269991931909493,-6.34790323203108e-05,0.000246850295895902,-0.000275706891918863,-0.000227723857411105,0.000104110874567294,-0.00013873873992665,-0.0016537317184627,0.000158785324527931
"148",-0.00787714816757967,-0.000942871003130655,0.0019240573116741,-0.000263767839433631,0.0121481121451627,-0.00906040723543081,0.000356146365572134,0.00301799478940708,-0.000275706891918863,0.00223512817331871,-0.000164805917202062,-0.0110064160242218,-0.0016537317184627,0.000158785324527931
"149",-0.00787714816757967,0.00160566584728956,0.0019240573116741,0.0035812181339872,0.0121481121451627,-0.00327698302000264,-6.34790323203108e-05,0.00134012283594815,-0.00150580825040197,-0.000757031732112883,0.000104110874567294,-0.0110064160242218,-0.0016537317184627,0.000158785324527931
"150",0.00536625256905481,0.00160566584728956,-0.0098461259259067,0.000347388600230364,0.0129324850357458,0.00269991931909493,-6.34790323203108e-05,0.00134012283594815,0.00174820994589186,-0.000757031732112883,-0.000164805917202062,0.00547816719069535,-0.0016537317184627,0.000158785324527931
"151",0.00536625256905481,0.00160566584728956,0.00785150722532109,-0.0121573694393785,-0.012417129878339,0.0225121380072922,-6.34790323203108e-05,0.000520760805524847,-0.000275706891918863,-0.000757031732112883,0.000104110874567294,0.0111290798833,-0.0016537317184627,0.000158785324527931
"152",-0.00787714816757967,0.00160566584728956,0.0019240573116741,0.0035812181339872,0.0129324850357458,-0.00327698302000264,-0.000112372765553224,0.00134012283594815,-0.000275706891918863,-0.000757031732112883,0.000104110874567294,-0.0110064160242218,-0.0016537317184627,0.000158785324527931
"153",0.00536625256905481,0.00160566584728956,0.0019240573116741,0.000347388600230364,-0.012417129878339,-0.00327698302000264,-0.000112372765553224,0.00134012283594815,0.00174820994589186,-0.000227723857411105,0.000104110874567294,-0.0110064160242218,0.00639731522669375,-0.000186573783351874
